Object,Action Type,Rule Group,Rule Name,Status,Condition,Actions
Incident,AppendTemplate,F55-CA-Central Scheduling,F55-CA-Send Confirmation Email - Action,Enabled,"If (Custom Field > Request Type  equals  Create or Modify Appointment, Reschedule Appt  AND  Custom Field > Sign Off  equals  Send Confirmation  AND  Incidents > Category  equals  Unspecified  AND  Incidents > Escalation Level  equals  CA-Carrier Portal Confirmation  AND  Incidents > Interface  equals  chewyca)",Append Response Template to Response Central Scheduling | Append Response Template to Notes Initial Confirmation Note
Incident,AppendTemplate,F55-CA-Central Scheduling,F55-CA-Send New Email Appt,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  New Appointment Scheduled  AND  Incidents > Category  is modified this edit    AND  Incidents > Interface  equals  chewyca),Append Response Template to Response Central Scheduling | Append Response Template to Notes New Appt Note
Incident,AppendTemplate,F55-CA-Central Scheduling,F55-CA-Send Email Reschedule Appt,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Appointment Rescheduled  AND  Incidents > Category  is modified this edit    AND  Incidents > Interface  equals  chewyca),Append Response Template to Response Central Scheduling | Append Response Template to Notes Reschedule Note
Incident,AppendTemplate,F55-CA-Central Scheduling,F55-CA-Cancellation No Call No Show,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Cancelation/No call no show  AND  Incidents > Category  is modified this edit    AND  Incidents > Interface  equals  chewyca),Append Response Template to Response Central Scheduling | Append Response Template to Notes Cancel Appt Note
Incident,AppendTemplate,F55-CA-Central Scheduling,F55-CA-Send Email Add PO,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Add POs  AND  Incidents > Category  is modified this edit    AND  Incidents > Interface  equals  chewyca),Append Response Template to Response Central Scheduling | Append Response Template to Notes Add POs Note
Incident,AppendTemplate,F55-CA-Central Scheduling,F55-CA-Send Email Pull In,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Pull In  AND  Incidents > Category  is modified this edit    AND  Incidents > Interface  equals  chewyca),Append Response Template to Response Central Scheduling | Append Response Template to Notes Pull In Appt Note
Incident,AppendTemplate,F55-CA-Central Scheduling,F55-CA-Send Email Push Out,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Push Out  AND  Incidents > Category  is modified this edit    AND  Incidents > Interface  equals  chewyca),Append Response Template to Response Central Scheduling | Append Response Template to Notes Push Out Note
Incident,AppendTemplate,F55-CA-Central Scheduling,F55-CA-Send Email Invalid PO,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  PO Invalid  AND  Incidents > Category  is modified this edit    AND  Incidents > Interface  equals  chewyca),Append Response Template to Response Central Scheduling | Append Response Template to Notes Invalid PO Note
Incident,AppendTemplate,F55-CA-Central Scheduling,F55-CA-Send Email FC Invalid,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  FC Invalid  AND  Incidents > Category  is modified this edit    AND  Incidents > Interface  equals  chewyca),Append Response Template to Response Central Scheduling | Append Response Template to Notes Invalid FC Note
Incident,AppendTemplate,F55-CA-Central Scheduling,F55-CA-Send Email Same Appt,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Same Appt  AND  Incidents > Category  is modified this edit    AND  Incidents > Interface  equals  chewyca),Append Response Template to Response Central Scheduling | Append Response Template to Notes Same Appt Note
Incident,AppendTemplate,F61-CA-Q&A Function,F61-CA-Q&A MFG Follow Up - Action,Enabled,If (Incidents > Escalation Level  equals  CA-Q&A MFG Follow-Up  AND  Incidents > Previous Escalation Level  not equals  CA-Q&A MFG Follow-Up  AND  Incidents > Interface  equals  chewyca),Append Response Template to Response Q&A MFG Follow-Up
Incident,AppendTemplate,F61-CA-Q&A Function,F61-CA-Q&A MFG Follow Up - Action 2,Enabled,If (Incidents > Escalation Level  equals  CA-Cancel Order Process 2  AND  Incidents > Previous Escalation Level  not equals  CA-Cancel Order Process 2  AND  Incidents > Interface  equals  chewyca),Append Response Template to Notes MFG unanswered for 6 days and re-routed
Incident,AppendTemplate,F69 - VSP - Auto Close,F69 - VSP - Auto Close Escalation Action,Enabled,If (Incidents > Escalation Level  is modified this edit    AND  Incidents > Escalation Level  equals  VPP_AUTO_CLOSE  AND  Incidents > Interface  equals  chewy),Append Response Template to Response Auto Close Warning | Append Response Template to Notes Auto Close Warning Email
Incident,AppendTemplate,F69 - VSP - Auto Close,F69 - VSP - Auto Close Part 2 Escalation Action,Enabled,If (Incidents > Escalation Level  is modified this edit    AND  Incidents > Escalation Level  equals  VPP_AUTO_CLOSE_PART2  AND  Incidents > Interface  equals  chewy),Append Response Template to Notes Auto Close Status | Append Response Template to Response Auto Close Vendor Email
Incident,AppendTemplate,F70 - VSP-CA - Auto Close,F70 - VSP-CA - Auto Close Escalation Action,Enabled,If (Incidents > Escalation Level  is modified this edit    AND  Incidents > Escalation Level  equals  VPP_CA_AUTO_CLOSE  AND  Incidents > Interface  equals  chewyca),Append Response Template to Response Auto Close Warning | Append Response Template to Notes Auto Close Warning Email
Incident,AppendTemplate,F70 - VSP-CA - Auto Close,F70 - VSP-CA - Auto Close Part 2 Escalation Action,Enabled,If (Incidents > Escalation Level  is modified this edit    AND  Incidents > Escalation Level  equals  VPP_CA_AUTO_CLOSE_PART2  AND  Incidents > Interface  equals  chewy),Append Response Template to Notes Auto Close Status | Append Response Template to Response Auto Close Vendor Email
